window_hours,split,path_context,n,mean_legacy_quality,median_legacy_quality,mean_data_quality,median_data_quality,mean_signal_clarity,median_signal_clarity,mean_activity_level,median_activity_level,mean_abs_score,median_abs_score,mean_rejection,p90_rejection,mean_cascade,median_directionality,median_active_z,p90_active_z,mean_active_dominance
48,test,path_directional_core,69,0.5276823321995444,0.5304249340867903,0.9434782608695651,0.9,0.560226521994965,0.5529713059060946,0.6507221551931561,0.6562877498035999,40.676518214829855,41.50646986218479,0.0007960503220697277,0.0,0.22821989258680297,0.9999999999764496,1.1078013762160843,2.205985966761097,0.2410748747693129
48,test,path_directional_weak,587,0.5502138858131997,0.5536720757873607,0.9359454855195911,0.9,0.5883792168704784,0.5909711428533276,0.6641620969643569,0.6768379584194315,37.756195120406986,36.255335577821434,0.033376124408073686,0.08068396327922496,0.3009783190061458,0.9999999999612798,1.0663880119429192,1.8402752715303017,0.17781301890001003
48,test,path_mixed_pressure,3764,0.29285285869042654,0.27052744287487873,0.9369553666312435,0.9,0.3109109757600778,0.2955880550590378,0.5765496159187408,0.5800206342469303,50.0,50.0,0.0,0.0,0.0,0.9999999998328387,0.7303248365846521,1.7272484050772778,0.12173672057722007
48,test,path_neutral_pressure,2203,0.27781895446330374,0.279,0.9348615524285065,0.9,0.2950469188289938,0.31,0.407711485581752,0.4123639179636962,50.0,50.0,0.0,0.0,0.0,0.9999999989703642,0.5690469899760973,1.9557194520027967,0.12817561659175758
48,train,path_directional_core,357,0.551072134629806,0.5304177087763798,0.9016806722689077,0.9,0.611256999617519,0.5851943014981831,0.7051237806175503,0.7355185835936051,32.7111971194928,36.33135674915523,0.02321583618796266,0.08423887763683091,0.3968004931016644,0.9999999999742737,2.028729908723568,13.221891090363867,0.5248829366591857
48,train,path_directional_weak,1956,0.5641441815949109,0.5705025268283823,0.9161554192229039,0.9,0.6163268534753034,0.6254188229706326,0.6803859234206703,0.6929785398259646,34.809112001836965,32.75303166136662,0.07431685902120415,0.3551134752207899,0.3758595091332341,0.9999999999613216,1.482423881799285,3.308862336143565,0.3507021655134053
48,train,path_mixed_pressure,17020,0.2923949824851657,0.2851524476036224,0.9294242068155112,0.9,0.313324084163436,0.3145773832918193,0.5905786320022491,0.5948093746678509,50.0,50.0,0.0,0.0,0.0,0.9999999998366099,0.6794864309692258,2.0310853307381547,0.14403753021897764
48,train,path_neutral_pressure,8572,0.2792243471537617,0.279,0.9373075128324779,0.9,0.294264770067561,0.31,0.40548709970850283,0.41048404732603927,50.0,50.0,0.0,0.0,0.0,0.9999999983540157,0.4637969297840092,1.4400730038925726,0.0807804451588706
48,validation,path_directional_core,93,0.5094597803730339,0.4915341031746104,0.9193548387096774,0.9,0.5536046956006978,0.5360949901507492,0.664485495890315,0.6655338110450262,40.877882645691564,43.06914050094545,0.015872667150250406,0.04932942223782934,0.20558276823600474,0.9999999999772052,0.8137070943570287,3.194381037882443,0.2622469037539215
48,validation,path_directional_weak,1095,0.5613769765785601,0.5608405167865284,0.931689497716895,0.9,0.6037896883771608,0.6031373611004546,0.6695682586661641,0.6807180893428503,38.29354728723958,37.84956408510578,0.08604815332245347,0.3371627587297225,0.3109710515390711,0.9999999999669826,1.1495653373700643,3.330245607282272,0.29707130085498096
48,validation,path_mixed_pressure,2725,0.30054513793106397,0.2871544730259073,0.9420550458715596,0.9,0.3170268978567542,0.3158965154270552,0.5801041053074361,0.590818834696633,50.0,50.0,0.0,0.0,0.0,0.9999999997988465,0.631329064495248,1.7337019226227819,0.11329404105138231
48,validation,path_neutral_pressure,2067,0.28744061067368726,0.2880109085565279,0.9638606676342525,1.0,0.29661207209918133,0.311044851490297,0.38682770749112083,0.3929317927331348,50.0,50.0,0.0,0.0,0.0,0.9999999961833056,0.4839573183719801,1.3361167447168965,0.06440353072285024
