time,window_hours,split,price,hmm_state,path_pressure_name,path_context,path_label,path_return_bps,path_signed_plie_effective_sum_bps,path_raw_plie_total_bps,path_net_braw_bps,path_direction_consistency,path_liq_neutrality_score,path_snr,path_active_z,path_transmission_ratio,path_absorption_score_0_100,path_quality,path_pressure_rejection_score,path_cascade_score,path_active_dominance_score,path_active_dominance_price_score,_example_score
2023-09-09T10:50:00Z,24,train,25855.263039389163,3.0,neutral_pressure,path_neutral_pressure,path_quiet_no_pressure,-151.74260541251573,-10.331915763417044,42.07399757234194,34.86854730717092,0.9580689122452702,0.04193108775472976,0.006504423044521292,1.8448470760512101,-0.0,50.0,0.41400000000000003,0.0,0.0,0.45151269734460625,-0.45151269734460625,0.8655126973446063
2021-09-02T01:50:00Z,24,train,49709.44708846552,1.0,neutral_pressure,path_neutral_pressure,path_unavailable,585.6218749539751,41.20231939669694,92.95361491652183,92.95361491652183,0.9999999989774822,1.0225178481704233e-09,,,0.0,,,,,,,0.0
2023-08-09T12:50:00Z,24,train,30007.13600453419,1.0,upward_pressure,path_directional_core,path_baseline_transmission,250.72572268922212,210.12686455665698,293.7020211035204,293.70202110352045,0.9999999999623644,3.7635561334070644e-11,0.38102449636366814,3.5954269855523195,1.1932111737213171,23.90520878863128,0.6136953641920037,0.0,0.6562791266809589,0.8523366878945268,0.8523366878945268,2.520048236674595
2023-01-13T15:50:00Z,24,train,19242.554705124465,1.0,upward_pressure,path_directional_core,path_cascade_transmission,606.1924052325944,223.61037887852524,288.8660986159445,288.8660986159445,0.9999999999594856,4.0514369636923675e-11,0.2556109907847691,6.277678899829537,2.710931434713025,7.049975422089008,0.6500290229919634,0.0,0.7908482333508353,0.9640275800758169,0.9640275800758169,3.308548647989624
2023-01-10T00:50:00Z,24,train,17220.379580453617,1.0,upward_pressure,path_directional_core,path_full_absorption_stall,34.52751246856441,248.21387158848572,304.08661317982205,304.08661317982205,0.9999999999643203,3.5679681431588506e-11,0.3264538766127315,0.4021683692330855,0.13910387943856958,46.63889956316016,0.4654092725866024,0.0,0.10707137999200576,0.0,0.0,0.6188486123914647
2023-08-09T15:50:00Z,24,train,29742.90689430527,1.0,upward_pressure,path_directional_core,path_partial_absorption,131.57201655742583,221.0544227279613,304.59715701196285,304.59715701196285,0.9999999999629122,3.708777729372059e-11,0.3866522067891043,1.886753276848529,0.5952019187544082,35.91141652890693,0.549271812277483,0.0,0.417673378848762,0.46621537727211615,0.46621537727211615,1.631561207983164
2023-08-09T19:50:00Z,24,train,29398.704629774875,1.0,upward_pressure,path_directional_core,path_pressure_rejection,-131.81135415769114,204.98030527518364,283.18057740390446,283.18057740390446,0.9999999999583804,4.161959665793802e-11,0.3516087438871488,1.928908001122209,-0.6430439938124441,65.10914026280106,0.5860249285428555,0.5537960316887616,0.0,0.48074988113849165,-0.48074988113849165,1.8349188393075901
2023-07-24T09:50:00Z,24,train,29201.37118273936,3.0,upward_pressure,path_directional_core,path_reversal_takeover,-243.49669781140543,163.2165152538959,248.9003467609178,243.85119322907735,0.9995028180790997,0.0004971819209003137,0.25515920425223154,3.7636470620753855,-1.4918631085287886,80.69024997262431,0.6770937898768628,0.8916681562294311,0.0,0.8715277453481199,-0.8715277453481199,2.9375773942973433
2023-01-09T16:50:00Z,24,train,17348.686190941047,1.0,upward_pressure,path_directional_weak,path_baseline_transmission,234.03892220938928,207.34082751780497,263.15410971104217,263.1541097110422,0.9999999999504345,4.9565462845180264e-11,0.24184496367759262,2.8054502377852666,1.12876429119182,25.33858341062667,0.607881857271003,0.0,0.6347476195800595,0.7228238752748645,0.7228238752748645,2.341708115856534
2023-10-24T12:50:00Z,24,train,34618.085870203424,1.0,upward_pressure,path_directional_weak,path_cascade_transmission,1218.3892315686323,180.37569564338426,259.60737069130363,259.60737069130363,0.99999999993667,6.333000790448295e-11,0.10583105661095264,8.16598789668408,6.7547306038986585,0.3204861216140284,0.6524955343176302,0.0,0.7999834605095523,0.9640275800758169,0.9640275800758169,3.4165065749029995
2025-09-13T17:50:00Z,24,test,115600.992011744,1.0,upward_pressure,path_directional_weak,path_full_absorption_stall,-22.20940781777876,155.6007785258626,198.203596237364,198.20359623736402,0.9999999998920093,1.079907274714742e-10,0.13383823150713978,0.3209990474713033,-0.14273326925510577,53.37989536978945,0.5242245530843186,0.08074851040705132,0.0,0.0,-0.0,0.6525508199097385
2023-07-23T23:50:00Z,24,train,30058.58125631577,1.0,upward_pressure,path_directional_weak,path_partial_absorption,75.8536170501971,119.12499514180092,178.43734503807198,178.43734503807198,0.9999999998777812,1.222187906435579e-10,0.13374898986144143,1.239951590666077,0.6367565174652698,35.567006671501616,0.5516096095206394,0.0,0.4263318872560679,0.21437847474213292,0.21437847474213292,1.4045721440072634
2022-12-27T23:50:00Z,24,train,16711.68712786828,1.0,upward_pressure,path_directional_weak,path_pressure_rejection,-69.1457441877901,111.00030074064219,171.32270316252072,171.32270316252072,0.9999999998541372,1.4586276630979e-10,0.1283218338655916,1.2942273562145212,-0.6229329445577781,64.24296455326018,0.5787788278599494,0.5269586218736892,0.0,0.23726959124783822,-0.23726959124783822,1.5506513558340695
2022-09-28T03:50:00Z,24,train,18713.874100251403,1.0,upward_pressure,path_directional_weak,path_reversal_takeover,-727.3394804011087,169.6796916463076,264.38758787416134,264.38758787416134,0.9999999999500232,4.9976800475803884e-11,0.1201081185282593,4.365939756805718,-4.286544095759794,96.92818011618425,0.7059581873026384,0.9979932863643746,0.0,0.9227280035409868,-0.9227280035409868,3.6266794772079995
