time,split,state_proxy_label,state_proxy_margin,path_context_6h,path_context_12h,path_context_24h,path_context_48h,path_label_6h,path_label_12h,path_label_24h,path_label_48h,path_data_quality_24h,path_signal_clarity_24h,path_activity_level_24h,e_rc_quiet_pressure,e_rha_pressure_rejection,e_rha_reversal_takeover,e_amb_signal_conflict,e_amb_data_quality_bad,e_amb_cross_window_conflict,e_vt_active_dominance,e_hpem_cascade_transmission,e_st_partial_absorption,score_rc_proxy,score_rha_proxy,score_amb_proxy,score_vt_proxy,score_hpem_proxy,score_st_proxy,check
2025-06-10T19:50:00Z,validation,ST,0.5557396166379198,path_directional_weak,path_directional_weak,path_directional_weak,path_directional_weak,path_partial_absorption,path_partial_absorption,path_partial_absorption,path_baseline_transmission,0.9,0.5427041533290353,0.6748738818468093,0.0,0.0,0.0,0.26672593019461927,0.09999999999999998,0.0,0.0,0.0,1.0,0.2968505764735856,0.0,0.1633205400529668,0.0,0.3577041533448321,0.9134437699827519,partial_absorption_supports_ST_not_RHA
2025-03-15T21:50:00Z,validation,RC,0.7353875734423518,path_neutral_pressure,path_neutral_pressure,path_neutral_pressure,path_neutral_pressure,path_quiet_no_pressure,path_quiet_no_pressure,path_quiet_no_pressure,path_quiet_no_pressure,1.0,0.475,0.12340552191389989,1.0,0.0,0.0,0.315,0.0,0.0,0.0,0.0,0.0,0.8514239769063929,0.0,0.11603640346404107,0.1,0.0,0.0,quiet_no_pressure_supports_RC
2025-01-14T09:50:00Z,validation,VT,0.6792471530901827,path_neutral_pressure,path_mixed_pressure,path_mixed_pressure,path_mixed_pressure,path_active_dominance_up,path_mixed_active_breakout_up,path_mixed_active_breakout_up,path_normal_mixed_active_breakout_up,0.9,0.29699468926699363,0.75,0.0,0.0,0.0,0.4238702712480902,0.050000000000000044,0.0,1.0,0.0,0.0,0.32075284690981737,0.0,0.16908049484849516,1.0,0.0,0.0,mixed_breakout_supports_VT
2025-04-24T05:50:00Z,validation,RHA,0.25,path_mixed_pressure,path_directional_weak,path_directional_weak,path_directional_weak,path_mixed_active_breakout_down,path_reversal_takeover,path_pressure_rejection,path_baseline_transmission,0.9,0.552039299399137,0.6936956621289794,0.0,1.0,1.0,0.6633031219936509,0.050000000000000044,1.0,0.0,0.0,0.0,0.29606330777392886,0.8,0.49332578049841275,0.55,0.19999999999999998,0.0,pressure_rejection_supports_RHA
2022-12-28T08:50:00Z,train,RHA,0.5001466471154709,path_mixed_pressure,path_directional_weak,path_directional_weak,path_directional_weak,path_mixed_pressure_chop,path_pressure_rejection,path_reversal_takeover,path_reversal_takeover,0.9,0.73030404942958,0.75,0.0,1.0,1.0,0.24875597388164994,0.09999999999999998,0.0,0.0,0.0,0.0,0.2998533528845292,0.8,0.16716699640309185,0.1,0.19999999999999998,0.0,reversal_takeover_supports_RHA
2022-09-29T14:50:00Z,train,AMB,0.028056230808696125,path_neutral_pressure,path_neutral_pressure,path_mixed_pressure,path_directional_weak,path_normal_active_dominance_down,path_quiet_no_pressure,path_mixed_pressure_chop,path_reversal_takeover,0.9,0.2045681017618084,0.6965517942894612,0.5,0.0,1.0,0.8315465451142241,0.09999999999999998,1.0,1.0,0.0,0.0,0.4697686894873756,0.45,0.5780562308086962,0.55,0.0,0.0,mixed_chop_supports_AMB
2021-08-28T16:50:00Z,train,AMB,0.3074140455761145,path_neutral_pressure,path_neutral_pressure,path_neutral_pressure,path_neutral_pressure,path_unavailable,path_unavailable,path_unavailable,path_unavailable,0.0,,0.3723742254071337,0.0,0.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.25068935814574755,0.0,0.5581034037218621,0.1,0.0,0.0,data_quality_bad_supports_AMB
2023-05-30T01:50:00Z,train,AMB,0.13705648967741968,path_neutral_pressure,path_mixed_pressure,path_directional_weak,path_mixed_pressure,path_quiet_no_pressure,path_mixed_pressure_chop,path_pressure_rejection,path_normal_mixed_active_breakout_up,0.9,0.5932426988321856,0.7455428896261385,0.5,1.0,0.0,0.8333202838246133,0.09999999999999998,1.0,0.0,0.0,0.0,0.4453225511842659,0.35,0.5823790408616856,0.1,0.09999999999999999,0.0,cross_window_conflict_supports_AMB
