event_time,u20,u30,u60,neutral_active_strength_30m,split,hmm_state,plie_phase,plie_direction,available_time,mar_curve_label,mar_response_conflict_score
2021-09-13T17:50:00Z,0.629802095459837,0.3305785123966942,0.24498416050686378,,train,5.0,accelerating,-1.0,2021-09-13T18:50:00Z,mixed_or_noise,0.38481793495297323
2021-09-13T18:50:00Z,0.464,0.2608,0.38316400580551524,,train,5.0,normal,-1.0,2021-09-13T19:50:00Z,mixed_or_noise,0.20320000000000005
2021-09-13T19:50:00Z,0.1568,0.3072,0.1378809869375907,,train,5.0,normal,-1.0,2021-09-13T20:50:00Z,fast_absorption_or_takeover,0.16931901306240926
2021-09-13T20:50:00Z,0.088,0.3264,0.24818577648766327,,train,5.0,normal,-1.0,2021-09-13T21:50:00Z,fast_absorption_or_takeover,0.23840000000000003
2021-09-13T21:50:00Z,0.784,0.6576,0.6618287373004355,,train,5.0,normal,-1.0,2021-09-13T22:50:00Z,fast_to_sustained_transmission,0.12640000000000007
2021-09-13T22:50:00Z,0.6608,0.8512,0.637155297532656,,train,5.0,normal,-1.0,2021-09-13T23:50:00Z,mixed_or_noise,0.21404470246734397
2021-09-13T23:50:00Z,0.0304,0.9168,0.16400580551523947,,train,5.0,normal,-1.0,2021-09-14T00:50:00Z,mixed_or_noise,0.8864
2021-09-14T00:50:00Z,0.3072,0.2176,0.49782293178519593,,train,5.0,normal,-1.0,2021-09-14T01:50:00Z,mixed_or_noise,0.28022293178519597
2021-09-14T17:50:00Z,0.10187793427230046,0.08419567262464722,0.17876857749469213,,train,1.0,early_strong_entry,1.0,2021-09-14T18:50:00Z,persistent_reversal_takeover,0.09457290487004491
2021-09-14T18:50:00Z,0.47729918509895225,0.551357733175915,0.4910242872228089,,train,1.0,accelerating,1.0,2021-09-14T19:50:00Z,mixed_or_noise,0.07405854807696272
2021-09-14T19:50:00Z,0.7764842840512224,0.7449822904368358,0.8658922914466737,,train,1.0,accelerating,1.0,2021-09-14T20:50:00Z,fast_to_sustained_transmission,0.12091000100983784
2021-09-14T20:50:00Z,0.17345750873108265,0.0885478158205431,0.3632523759239704,,train,1.0,accelerating,1.0,2021-09-14T21:50:00Z,mixed_or_noise,0.2747045601034273
2021-09-14T21:50:00Z,0.7936,0.9024,0.9462989840348331,,train,1.0,normal,1.0,2021-09-14T22:50:00Z,fast_to_sustained_transmission,0.15269898403483317
2021-09-14T22:50:00Z,0.1104,0.088,0.19738751814223512,,train,1.0,normal,1.0,2021-09-14T23:50:00Z,persistent_reversal_takeover,0.10938751814223513
2021-09-14T23:50:00Z,0.2896,0.8128,0.795355587808418,,train,1.0,normal,1.0,2021-09-15T00:50:00Z,delayed_transmission,0.5231999999999999
2021-09-15T00:50:00Z,0.8192,0.712,0.251088534107402,,train,1.0,normal,1.0,2021-09-15T01:50:00Z,delayed_absorption,0.5681114658925981
